ortho_0,phon_0,lemme_0,cgram_0,genre_0,nombre_0,freqfilms2_0,infover_0,islem_0,p_cvcv_0,cgramortho_0
sortant,sORt@,sortir,VER,,,10.57,par:pre;,0,CVCCV,"ADJ,VER"
sortirait,sORtiRE,sortir,VER,,,3.02,cnd:pre:3s;,0,CVCCVCV,VER
sortiront,sORtiR§,sortir,VER,,,2.61,ind:fut:3p;,0,CVCCVCV,VER
sortit,sORti,sortir,VER,,,2.31,ind:pas:3s;,0,CVCCV,VER
souffert,sufER,souffrir,VER,m,s,18.45,par:pas;,0,CVCVC,VER
souffrait,sufRE,souffrir,VER,,,4.14,ind:imp:3s;,0,CVCCV,VER
souffrant,sufR@,souffrir,VER,,,1.02,par:pre;,0,CVCCV,"ADJ,VER"
souffrent,sufR,souffrir,VER,,,5.25,ind:pre:3p;,0,CVCC,VER
souhaitait,swEtE,souhaiter,VER,,,1.96,ind:imp:3s;,0,CYVCV,VER
souhaiterait,swEt°RE,souhaiter,VER,,,1.49,cnd:pre:3s;,0,CYVCVCV,VER
souriait,suRjE,sourire,VER,,,2,ind:imp:3s;,0,CVCYV,VER
souriant,suRj@,sourire,VER,,,1.69,par:pre;,0,CVCYV,"ADJ,VER"
sourient,suRi,sourire,VER,,,1.49,ind:pre:3p;,0,CVCV,VER
sourit,suRi,sourire,VER,,,11.7,ind:pre:3s;ind:pas:3s;,0,CVCV,VER
soutiennent,sutjEn,soutenir,VER,,,1.85,ind:pre:3p;,0,CVCYVC,VER
soutient,sutj5,soutenir,VER,,,5.14,ind:pre:3s;,0,CVCYV,VER
souvenait,suv°nE,souvenir,VER,,,1.23,ind:imp:3s;,0,CVCVCV,VER
souviennent,suvjEn,souvenir,VER,,,2.83,ind:pre:3p;,0,CVCYVC,VER
souvient,suvj5,souvenir,VER,,,12.6,ind:pre:3s;,0,CVCYV,VER
subissent,sybis,subir,VER,,,1.13,ind:pre:3p;,0,CVCVC,VER
subit,sybi,subir,VER,,,2.07,ind:pre:3s;,0,CVCV,"VER,ADJ"
suffirait,syfiRE,suffire,VER,,,4.81,cnd:pre:3s;,0,CVCVCV,VER
suffiront,syfiR§,suffire,VER,,,2.23,ind:fut:3p;,0,CVCVCV,VER
suffisait,syfizE,suffire,VER,,,6.56,ind:imp:3s;,0,CVCVCV,VER
suffisent,syfiz,suffire,VER,,,2.91,ind:pre:3p;,0,CVCVC,VER
suffit,syfi,suffire,VER,,,188.1,ind:pre:3s;ind:pas:3s;,0,CVCV,VER
suit,s8i,suivre,VER,,,32.57,ind:pre:3s;,0,CYV,VER
suivaient,s8ivE,suivre,VER,,,1.11,ind:imp:3p;,0,CYVCV,VER
suivait,s8ivE,suivre,VER,,,6.09,ind:imp:3s;,0,CYVCV,VER
suivant,s8iv@,suivre,VER,,,4.25,par:pre;,0,CYVCV,"ADJ,ADV,NOM,PRE,VER"
suivent,s8iv,suivre,VER,,,11.14,ind:pre:3p;sub:pre:3p;,0,CYVC,VER
suivront,s8ivR§,suivre,VER,,,2.46,ind:fut:3p;,0,CYVCCV,VER
supportait,sypORtE,supporter,VER,,,2.38,ind:imp:3s;,0,CVCVCCV,VER
supporterait,sypORt°RE,supporter,VER,,,1.18,cnd:pre:3s;,0,CVCVCCVCV,VER
supposant,sypoz@,supposer,VER,,,1.62,par:pre;,0,CVCVCV,VER
surgissent,syRZis,surgir,VER,,,1.31,ind:pre:3p;,0,CVCCVC,VER
surgit,syRZi,surgir,VER,,,2.96,ind:pre:3s;ind:pas:3s;,0,CVCCV,VER
surprenant,syRpR°n@,surprendre,VER,,,1.1,par:pre;,0,CVCCCVCV,"ADJ,VER"
surprend,syRpR@,surprendre,VER,,,5.74,ind:pre:3s;,0,CVCCCV,VER
surveillait,syRvEjE,surveiller,VER,,,1.61,ind:imp:3s;,0,CVCCVYV,VER
survient,syRvj5,survenir,VER,,,1.01,ind:pre:3s;,0,CVCCYV,VER
survit,syRvi,survivre,VER,,,3.88,ind:pre:3s;,0,CVCCV,VER
survivant,syRviv@,survivre,VER,,,1.14,par:pre;,0,CVCCVCV,"ADJ,NOM,VER"
survivent,syRviv,survivre,VER,,,1.79,ind:pre:3p;,0,CVCCVC,VER
sut,sy,savoir,VER,,,1.68,ind:pas:3s;,0,CV,VER
taisent,tEz,taire,VER,,,1.28,ind:pre:3p;,0,CVC,VER
tait,tE,taire,VER,,,7.42,ind:pre:3s;,0,CV,VER
tant,t@,tant,ADV,,,380.34,,1,CV,ADV
tapait,tapE,taper,VER,,,1.78,ind:imp:3s;,0,CVCV,VER
tapent,tap,taper,VER,,,1.6,ind:pre:3p;,0,CVC,VER
tenaient,t°nE,tenir,VER,,,3.56,ind:imp:3p;,0,CVCV,VER
tenait,t°nE,tenir,VER,,,20.65,ind:imp:3s;,0,CVCV,VER
tenant,t°n@,tenir,VER,,,3.68,par:pre;,0,CVCV,"ADJ,NOM,VER"
tend,t@,tendre,VER,,,3.72,ind:pre:3s;,0,CV,VER
tendait,t@dE,tendre,VER,,,1.17,ind:imp:3s;,0,CVCV,VER
tentait,t@tE,tenter,VER,,,1.98,ind:imp:3s;,0,CVCV,VER
tentant,t@t@,tenter,VER,,,1.19,par:pre;,0,CVCV,"ADJ,VER"
terminent,tERmin,terminer,VER,,,1.14,ind:pre:3p;,0,CVCCVC,VER
tiendrait,tj5dRE,tenir,VER,,,2.39,cnd:pre:3s;,0,CYVCCV,VER
tiendront,tj5dR§,tenir,VER,,,1.86,ind:fut:3p;,0,CYVCCV,VER
tiennent,tjEn,tenir,VER,,,11.43,ind:pre:3p;,0,CYVC,VER
tient,tj5,tenir,VER,,,78.32,ind:pre:3s;,0,CYV,VER
tiraient,tiRE,tirer,VER,,,1.76,ind:imp:3p;,0,CVCV,VER
tirait,tiRE,tirer,VER,,,3.97,ind:imp:3s;,0,CVCV,VER
tirant,tiR@,tirer,VER,,,2.66,par:pre;,0,CVCV,"NOM,VER"
tirent,tiR,tirer,VER,,,10.3,ind:pre:3p;sub:pre:3p;,0,CVC,VER
tireront,tiR°R§,tirer,VER,,,1.75,ind:fut:3p;,0,CVCVCV,VER
tombaient,t§bE,tomber,VER,,,1.49,ind:imp:3p;,0,CVCV,VER
tombait,t§bE,tomber,VER,,,4.01,ind:imp:3s;,0,CVCV,VER
tombant,t§b@,tomber,VER,,,3.26,par:pre;,0,CVCV,"ADJ,VER"
tombent,t§b,tomber,VER,,,13.08,ind:pre:3p;,0,CVC,VER
tomberait,t§b°RE,tomber,VER,,,1.56,cnd:pre:3s;,0,CVCVCV,VER
tomberont,t§b°R§,tomber,VER,,,1.54,ind:fut:3p;,0,CVCVCV,VER
tord,tOR,tordre,VER,,,2.08,ind:pre:3s;,0,CVC,VER
touchait,tuSE,toucher,VER,,,2.99,ind:imp:3s;,0,CVCV,VER
touchant,tuS@,toucher,VER,,,1.38,par:pre;,0,CVCV,"ADJ,VER"
touchent,tuS,toucher,VER,,,4.96,ind:pre:3p;sub:pre:3p;,0,CVC,VER
toucherait,tuS°RE,toucher,VER,,,1.05,cnd:pre:3s;,0,CVCVCV,VER
tournait,tuRnE,tourner,VER,,,5.65,ind:imp:3s;,0,CVCCV,VER
tournant,tuRn@,tourner,VER,,,1.63,par:pre;,0,CVCCV,"ADJ,NOM,VER"
tournent,tuRn,tourner,VER,,,5.97,ind:pre:3p;sub:pre:3p;,0,CVCC,VER
tournerait,tuRn°RE,tourner,VER,,,1.08,cnd:pre:3s;,0,CVCCVCV,VER
tout,tu,tout,ADJ:ind,m,s,440.69,,1,CV,"ADJ,ADJ:ind,ADV,NOM,PRO:ind"
tout,tu,tout,ADV,,,1058.64,,1,CV,"ADJ,ADJ:ind,ADV,NOM,PRO:ind"
traduit,tRad8i,traduire,VER,m,s,4.3,ind:pre:3s;par:pas;,0,CCVCYV,VER
trahissent,tRais,trahir,VER,,,1.5,ind:pre:3p;,0,CCVVC,VER
trahit,tRai,trahir,VER,,,3.85,ind:pre:3s;ind:pas:3s;,0,CCVV,VER
traînait,tREnE,traîner,VER,,,3.66,ind:imp:3s;,0,CCVCV,VER
traînant,tREn@,traîner,VER,,,1.41,par:pre;,0,CCVCV,"ADJ,VER"
traînent,tREn,traîner,VER,,,3.42,ind:pre:3p;,0,CCVC,VER
trait,tRE,traire,VER,m,s,1.18,ind:pre:3s;par:pas;,0,CCV,"VER,ADJ,NOM"
traitait,tREtE,traiter,VER,,,2.74,ind:imp:3s;,0,CCVCV,VER
traitant,tREt@,traiter,VER,,,1.3,par:pre;,0,CCVCV,"ADJ,VER"
transcendent,tR@s@d,transcender,VER,,,1.84,ind:pre:3p;,0,CCVCVC,VER
transforment,tR@sfORm,transformer,VER,,,1.76,ind:pre:3p;,0,CCVCCVCC,VER
transmet,tR@smE,transmettre,VER,,,3,ind:pre:3s;,0,CCVCCV,VER
transportait,tR@spORtE,transporter,VER,,,1.28,ind:imp:3s;,0,CCVCCVCCV,VER
transportant,tR@spORt@,transporter,VER,,,1.18,par:pre;,0,CCVCCVCCV,VER
traquent,tRak,traquer,VER,,,1.22,ind:pre:3p;,0,CCVC,VER
travaillaient,tRavajE,travailler,VER,,,3.02,ind:imp:3p;,0,CCVCVYV,VER
travaillait,tRavajE,travailler,VER,,,24.57,ind:imp:3s;,0,CCVCVYV,VER
travaillant,tRavaj@,travailler,VER,,,5.39,par:pre;,0,CCVCVYV,VER
traversait,tRavERsE,traverser,VER,,,1.73,ind:imp:3s;,0,CCVCVCCV,VER
traversant,tRavERs@,traverser,VER,,,2.39,par:pre;,0,CCVCVCCV,"ADJ,VER"
traversent,tRavERs,traverser,VER,,,3.32,ind:pre:3p;,0,CCVCVCC,VER
tremblaient,tR@blE,trembler,VER,,,1,ind:imp:3p;,0,CCVCCV,VER
tremblait,tR@blE,trembler,VER,,,2,ind:imp:3s;,0,CCVCCV,VER
tremblant,tR@bl@,trembler,VER,,,1.3,par:pre;,0,CCVCCV,"ADJ,VER"
tremblent,tR@bl,trembler,VER,,,2.65,ind:pre:3p;,0,CCVCC,VER
trompait,tR§pE,tromper,VER,,,3.34,ind:imp:3s;,0,CCVCV,VER
trompent,tR§p,tromper,VER,,,3.43,ind:pre:3p;,0,CCVC,VER
trouvaient,tRuvE,trouver,VER,,,3.38,ind:imp:3p;,0,CCVCV,VER
trouvait,tRuvE,trouver,VER,,,17.91,ind:imp:3s;,0,CCVCV,VER
trouvant,tRuv@,trouver,VER,,,2.57,par:pre;,0,CCVCV,VER
trouvent,tRuv,trouver,VER,,,22.04,ind:pre:3p;sub:pre:3p;,0,CCVC,VER
trouverait,tRuv°RE,trouver,VER,,,4.24,cnd:pre:3s;,0,CCVCVCV,VER
trouveront,tRuv°R§,trouver,VER,,,6.99,ind:fut:3p;,0,CCVCVCV,VER
tuait,t8E,tuer,VER,,,4.77,ind:imp:3s;,0,CYV,VER
tuant,t8@,tuer,VER,,,6.42,par:pre;,0,CYV,"ADJ,VER"
tuent,ty,tuer,VER,,,14.08,ind:pre:3p;,0,CV,VER
tuerait,tyRE,tuer,VER,,,8.77,cnd:pre:3s;,0,CVCV,VER
tueront,tyR§,tuer,VER,,,8.49,ind:fut:3p;,0,CVCV,VER
unissent,ynis,unir,VER,,,1.23,ind:pre:3p;,0,VCVC,VER
unit,yni,unir,VER,,,2.72,ind:pre:3s;ind:pas:3s;,0,VCV,VER
utilisaient,ytilizE,utiliser,VER,,,1.68,ind:imp:3p;,0,VCVCVCV,VER
utilisait,ytilizE,utiliser,VER,,,3.84,ind:imp:3s;,0,VCVCVCV,VER
utilisant,ytiliz@,utiliser,VER,,,5.73,par:pre;,0,VCVCVCV,VER
utilisent,ytiliz,utiliser,VER,,,8,ind:pre:3p;,0,VCVCVC,VER
valaient,valE,valoir,VER,,,1.03,ind:imp:3p;,0,CVCV,VER
valait,valE,valoir,VER,,,15.82,ind:imp:3s;,0,CVCV,VER
valant,val@,valoir,VER,,,1,par:pre;,0,CVCV,VER
valent,val,valoir,VER,,,9.79,ind:pre:3p;,0,CVC,VER
vaudrait,vodRE,valoir,VER,,,14.23,cnd:pre:3s;,0,CVCCV,VER
vaut,vo,valoir,VER,,,161.53,ind:pre:3s;,0,CV,VER
vécurent,vekyR,vivre,VER,,,1.65,ind:pas:3p;,0,CVCVC,VER
vécut,veky,vivre,VER,,,1.43,ind:pas:3s;,0,CVCV,VER
venaient,v°nE,venir,VER,,,9.96,ind:imp:3p;,0,CVCV,VER
venait,v°nE,venir,VER,,,50.25,ind:imp:3s;,0,CVCV,VER
venant,v°n@,venir,VER,,,17.66,par:pre;,0,CVCV,"NOM,VER"
vend,v@,vendre,VER,,,22.75,ind:pre:3s;,0,CV,VER
vendait,v@dE,vendre,VER,,,4.46,ind:imp:3s;,0,CVCV,VER
vendant,v@d@,vendre,VER,,,2.11,par:pre;,0,CVCV,VER
vendent,v@d,vendre,VER,,,6.09,ind:pre:3p;,0,CVC,VER
vendrait,v@dRE,vendre,VER,,,1.34,cnd:pre:3s;,0,CVCCV,VER
vérifient,veRifi,vérifier,VER,,,1.27,ind:pre:3p;,0,CVCVCV,VER
verraient,vERE,voir,VER,,,1.01,cnd:pre:3p;,0,CVCV,VER
verrait,vERE,voir,VER,,,6.58,cnd:pre:3s;,0,CVCV,VER
verront,veR§,voir,VER,,,6.54,ind:fut:3p;,0,CVCV,VER
veulent,v9l,vouloir,VER,,,142.38,ind:pre:3p;,0,CVC,VER
veut,v2,vouloir,VER,,,701.19,ind:pre:3s;,0,CV,VER
vieillissant,vjejis@,vieillir,VER,,,1.38,par:pre;,0,CYVYVCV,"VER,ADJ"
vieillit,vjEji,vieillir,VER,,,3.19,ind:pre:3s;ind:pas:3s;,0,CYVYV,VER
viendraient,vj5dRE,venir,VER,,,1.68,cnd:pre:3p;,0,CYVCCV,VER
viendrait,vj5dRE,venir,VER,,,9.89,cnd:pre:3s;,0,CYVCCV,VER
viendront,vj5dR§,venir,VER,,,14.25,ind:fut:3p;,0,CYVCCV,VER
viennent,vjEn,venir,VER,,,76.48,ind:pre:3p;sub:pre:3p;,0,CYVC,VER
vient,vj5,venir,VER,,,352.24,ind:pre:3s;,0,CYV,VER
vingt,v5,vingt,ADJ:num,,,29.47,,1,CV,ADJ:num
vinrent,v5R,venir,VER,,,1.53,ind:pas:3p;,0,CVC,VER
vint,v5,venir,VER,,,7.58,ind:pas:3s;,0,CV,VER
violait,vjolE,violer,VER,,,1.01,ind:imp:3s;,0,CYVCV,VER
virent,viR,virer,VER,,,2.04,ind:pre:3p;,0,CVC,VER
visait,vizE,viser,VER,,,1.65,ind:imp:3s;,0,CVCV,VER
visant,viz@,viser,VER,,,1.23,par:pre;,0,CVCV,VER
visent,viz,viser,VER,,,1.32,ind:pre:3p;,0,CVC,VER
vit,vi,vivre,VER,,,74.42,ind:pre:3s;,0,CV,VER
vit,vi,voir,VER,,,14.7,ind:pas:3s;,0,CV,VER
vivaient,vivE,vivre,VER,,,6.18,ind:imp:3p;,0,CVCV,VER
vivait,vivE,vivre,VER,,,20.5,ind:imp:3s;,0,CVCV,VER
vivant,viv@,vivre,VER,,,7.94,par:pre;,0,CVCV,"ADJ,NOM,VER"
vivent,viv,vivre,VER,,,30.5,ind:pre:3p;sub:pre:3p;,0,CVC,VER
vivrait,vivRE,vivre,VER,,,2.56,cnd:pre:3s;,0,CVCCV,VER
vivront,vivR§,vivre,VER,,,1.22,ind:fut:3p;,0,CVCCV,VER
voient,vwa,voir,VER,,,26.16,ind:pre:3p;sub:pre:3p;,0,CYV,VER
voit,vwa,voir,VER,,,181.98,ind:pre:3s;,0,CYV,VER
volaient,volE,voler,VER,,,1.14,ind:imp:3p;,0,CVCV,VER
volait,volE,voler,VER,,,4.45,ind:imp:3s;,0,CVCV,VER
volant,vol@,voler,VER,,,3.65,par:pre;,0,CVCV,"ADJ,NOM,VER"
volent,vOl,voler,VER,,,9.53,ind:pre:3p;,0,CVC,VER
vomit,vomi,vomir,VER,,,2.45,ind:pre:3s;ind:pas:3s;,0,CVCV,VER
vont,v§,aller,VER,,,281.35,ind:pre:3p;,0,CV,VER
voudraient,vudRE,vouloir,VER,,,6.02,cnd:pre:3p;,0,CVCCV,VER
voudrait,vudRE,vouloir,VER,,,44.48,cnd:pre:3s;,0,CVCCV,VER
voudront,vudR§,vouloir,VER,,,6.93,ind:fut:3p;,0,CVCCV,VER
voulaient,vulE,vouloir,VER,,,28.88,ind:imp:3p;,0,CVCV,VER
voulait,vulE,vouloir,VER,,,192.15,ind:imp:3s;,0,CVCV,VER
voulant,vul@,vouloir,VER,,,4.28,par:pre;,0,CVCV,VER
voulut,vuly,vouloir,VER,,,2.42,ind:pas:3s;,0,CVCV,VER
voyageait,vwajaZE,voyager,VER,,,1.27,ind:imp:3s;,0,CYVYVCV,VER
voyagent,vwajaZ,voyager,VER,,,1.71,ind:pre:3p;,0,CYVYVC,VER
voyaient,vwajE,voir,VER,,,3.03,ind:imp:3p;,0,CYVYV,VER
voyait,vwajE,voir,VER,,,25.32,ind:imp:3s;,0,CYVYV,VER
voyant,vwaj@,voir,VER,,,17.16,par:pre;,0,CYVYV,"VER,ADJ,NOM"
