ortho_0,phon_0,lemme_0,cgram_0,genre_0,nombre_0,freqfilms2_0,infover_0,islem_0,p_cvcv_0,cgramortho_0
glaçons,glas§,glaçon,NOM,m,p,5.85,,0,CCVCV,"VER,NOM"
gladiateurs,gladjat9R,gladiateur,NOM,m,p,1.46,,0,CCVCYVCVC,NOM
glandes,gl@d,glande,NOM,f,p,1.46,,0,CCVC,"NOM,VER"
glas,gla,glas,NOM,m,,1.28,,1,CCV,NOM
glass,glas,glass,NOM,m,,1.05,,1,CCVC,NOM
globes,glOb,globe,NOM,m,p,1.04,,0,CCVC,NOM
globules,glObyl,globule,NOM,m,p,2.88,,0,CCVCVC,NOM
gobelets,gOb°lE,gobelet,NOM,m,p,1.04,,0,CVCVCV,NOM
godasses,godas,godasse,NOM,f,p,2.53,,0,CVCVC,"NOM,VER"
gonzesses,g§zEs,gonzesse,NOM,f,p,3.56,,0,CVCVC,NOM
gorges,gORZ,gorge,NOM,f,p,1.3,,0,CVCC,"NOM,VER"
gosses,gOs,gosse,NOM,,p,47.03,,0,CVC,NOM
goûts,gu,goût,NOM,m,p,7.43,,0,CV,NOM
gouttes,gut,goutte,NOM,f,p,8.94,,0,CVC,"NOM,VER"
gouvernements,guvERn°m@,gouvernement,NOM,m,p,2.83,,0,CVCVCCVCV,NOM
grâces,gRas,grâce,NOM,f,p,2.5,,0,CCVC,NOM
gradins,gRad5,gradin,NOM,m,p,1.05,,0,CCVCV,NOM
graines,gREn,graine,NOM,f,p,5.9,,0,CCVC,NOM
grains,gR5,grain,NOM,m,p,3.57,,0,CCV,NOM
grammes,gRam,gramme,NOM,m,p,4.05,,0,CCVC,NOM
grandes,gR@d,grand,ADJ,f,p,42.68,,0,CCVC,"ADJ,NOM"
grandes,gR@d,grand,NOM,f,p,1.69,,0,CCVC,"ADJ,NOM"
grandeurs,gR@d9R,grandeur,NOM,f,p,1.04,,0,CCVCVC,NOM
grands,gR@,grand,ADJ,m,p,59.52,,0,CCV,"ADJ,NOM"
grands,gR@,grand,NOM,m,p,11.59,,0,CCV,"ADJ,NOM"
grands-parents,gR@paR@,grands-parents,NOM,m,p,4.59,,1,CCVCVCV,NOM
gras,gRa,gras,NOM,m,,1.27,,1,CCV,"ADJ,ADV,NOM"
grecs,gREk,grec,NOM,m,p,4.58,,0,CCVC,"ADJ,NOM"
grenades,gR°nad,grenade,NOM,f,p,5.35,,0,CCVCVC,NOM
grèves,gREv,grève,NOM,f,p,1.33,,0,CCVC,"VER,NOM"
grévistes,gRevist,gréviste,NOM,,p,1.22,,0,CCVCVCC,"ADJ,NOM"
griffes,gRif,griffe,NOM,f,p,7.04,,0,CCVC,"NOM,VER"
grimaces,gRimas,grimace,NOM,f,p,2.23,,0,CCVCVC,"NOM,VER"
grincheux,gR5S2,grincheux,NOM,m,,1,,1,CCVCV,"ADJ,NOM"
grives,gRiv,grive,NOM,f,p,1.21,,0,CCVC,NOM
gros,gRo,gros,ADJ,m,,180.91,,1,CCV,"ADJ,ADV,NOM"
grosses,gRos,gros,ADJ,f,p,15.41,,0,CCVC,"ADJ,NOM"
grosses,gRos,gros,NOM,f,p,1.58,,0,CCVC,"ADJ,NOM"
grottes,gROt,grotte,NOM,f,p,3.28,,0,CCVC,NOM
groupes,gRup,groupe,NOM,m,p,14.21,,0,CCVC,NOM
grues,gRy,grue,NOM,f,p,1.22,,0,CCV,NOM
guérilleros,geRijeRos,guérillero,NOM,m,p,2.14,,0,CVCVYVCVC,NOM
guerres,gER,guerre,NOM,f,p,8.83,,0,CVC,NOM
guerriers,gERje,guerrier,NOM,m,p,7.68,,0,CVCYV,"ADJ,NOM"
gueules,g9l,gueule,NOM,,p,6.77,,0,CVC,"NOM,VER"
gueux,g2,gueux,NOM,m,,2.14,,1,CV,NOM
guides,gid,guide,NOM,,p,2.84,,0,CVC,"NOM,VER"
guignols,giNOl,guignol,NOM,m,p,1.16,,0,CVCVC,NOM
guinées,gine,guinée,NOM,f,p,1.3,,0,CVCV,NOM
guirlandes,giRl@d,guirlande,NOM,f,p,1.03,,0,CVCCVC,NOM
guitares,gitaR,guitare,NOM,f,p,1.08,,0,CVCVC,NOM
gus,gys,gus,NOM,m,,8.5,,1,CVC,NOM
habitants,abit@,habitant,NOM,m,p,15.21,,0,VCVCV,NOM
habits,abi,habit,NOM,m,p,19.29,,0,VCV,NOM
habitudes,abityd,habitude,NOM,f,p,8.52,,0,VCVCVC,NOM
habitués,abit8e,habitué,NOM,m,p,1.12,,0,VCVCYV,"VER,ADJ,NOM"
haches,aS,hache,NOM,f,p,1.5,,0,VC,"NOM,VER"
hachis,aSi,hachis,NOM,m,p,1.07,,1,VCV,NOM
haillons,aj§,haillon,NOM,m,p,1.77,,0,VYV,NOM
haines,En,haine,NOM,f,p,1.62,,0,VC,NOM
hallucinations,alysinasj§,hallucination,NOM,f,p,4.43,,0,VCVCVCVCYV,NOM
hamburgers,@buRg9R,hamburger,NOM,m,p,3.38,,0,VCVCCVC,NOM
hanches,@S,hanche,NOM,f,p,5.48,,0,VC,NOM
handicapés,@dikape,handicapé,NOM,m,p,3.46,,0,VCVCVCV,"VER,ADJ,NOM"
haricots,aRiko,haricot,NOM,m,p,7.45,,0,VCVCV,NOM
harnais,aRnE,harnais,NOM,m,,1.29,,1,VCCV,NOM
hasards,azaR,hasard,NOM,m,p,1.09,,0,VCVC,NOM
haut-parleurs,opaRl9R,haut-parleur,NOM,m,p,1.04,,0,VCVCCVC,NOM
hauteurs,ot9R,hauteur,NOM,f,p,1.8,,0,VCVC,NOM
hauts,o,haut,NOM,m,p,2.63,,0,V,"ADJ,NOM"
hectares,EktaR,hectare,NOM,m,p,2.68,,0,VCCVC,NOM
hélicoptères,elikOptER,hélicoptère,NOM,m,p,2.98,,0,VCVCVCCVC,NOM
hémorroïdes,emoRoid,hémorroïde,NOM,f,p,1.46,,0,VCVCVVC,NOM
herbes,ERb,herbe,NOM,f,p,7.17,,0,VCC,NOM
hérétiques,eRetik,hérétique,NOM,,p,1.08,,0,VCVCVC,"ADJ,NOM"
héritiers,eRitje,héritier,NOM,m,p,1.39,,0,VCVCYV,NOM
héros,eRo,héros,NOM,m,,66.17,,1,VCV,NOM
hétéros,eteRo,hétéro,NOM,,p,1.87,,0,VCVCV,"ADJ,NOM"
heures,9R,heure,NOM,f,p,294.39,,0,VC,NOM
heureux,2R2,heureux,NOM,m,,8.71,,1,VCV,"ADJ,NOM"
hiéroglyphes,jeRoglif,hiéroglyphe,NOM,m,p,1.05,,0,YVCVCCVC,NOM
hippies,ipi,hippie,NOM,,p,2.36,,0,VCV,"ADJ,NOM"
hippopotames,ipopotam,hippopotame,NOM,m,p,1.07,,0,VCVCVCVC,NOM
histoires,istwaR,histoire,NOM,f,p,64.6,,0,VCCYVC,NOM
hivers,ivER,hiver,NOM,m,p,1.52,,0,VCVC,NOM
hollandais,ol@dE,hollandais,NOM,m,p,2.9,,1,VCVCV,"ADJ,NOM"
homards,omaR,homard,NOM,m,p,1.18,,0,VCVC,NOM
homicides,omisid,homicide,NOM,m,p,1.77,,0,VCVCVC,"ADJ,NOM"
hommages,omaZ,hommage,NOM,m,p,5.34,,0,VCVC,NOM
hommes,Om,homme,NOM,m,p,342.44,,0,VC,NOM
homos,omo,homo,NOM,,p,2.31,,0,VCV,"ADJ,NOM"
homosexuels,omoseks8El,homosexuel,NOM,m,p,2.51,,0,VCVCVCCYVC,"ADJ,NOM"
hongrois,§gRwa,hongrois,NOM,m,,1.73,,1,VCCYV,"ADJ,NOM"
honneurs,on9R,honneur,NOM,m,p,3.92,,0,VCVC,NOM
honoraires,onoRER,honoraire,NOM,m,p,3.06,,0,VCVCVC,"ADJ,NOM"
hôpitaux,opito,hôpital,NOM,m,p,7.07,,0,VCVCV,NOM
horaires,oRER,horaire,NOM,m,p,6.3,,0,VCVC,"ADJ,NOM"
horizons,oRiz§,horizon,NOM,m,p,1.24,,0,VCVCV,NOM
horloges,ORlOZ,horloge,NOM,f,p,1.11,,0,VCCVC,NOM
hormones,ORmOn,hormone,NOM,f,p,4.12,,0,VCCVC,NOM
horreurs,oR9R,horreur,NOM,f,p,6.4,,0,VCVC,NOM
hot dogs,OtdOg,hot dog,NOM,m,p,1.38,,0,VCCVC,NOM
hot-dogs,OtdOg,hot-dog,NOM,m,p,2.98,,0,VCCVC,NOM
hôtels,otEl,hôtel,NOM,m,p,6.94,,0,VCVC,NOM
hôtes,ot,hôte,NOM,m,p,6,,0,VC,NOM
hôtesses,otEs,hôtesse,NOM,f,p,1.55,,0,VCVC,NOM
huiles,8il,huile,NOM,f,p,2.46,,0,YVC,NOM
huîtres,8itR,huître,NOM,f,p,2.59,,0,YVCC,NOM
humains,ym5,humain,NOM,m,p,18.15,,0,VCV,"ADJ,NOM"
humeurs,ym9R,humeur,NOM,f,p,1.46,,0,VCVC,NOM
hurlements,yRl°m@,hurlement,NOM,m,p,2.43,,0,VCCVCV,NOM
hypocrites,ipokRit,hypocrite,NOM,,p,1.75,,0,VCVCCVC,"ADJ,NOM"
idéaux,ideo,idéal,NOM,m,p,3.22,,0,VCVV,"ADJ,NOM"
idées,ide,idée,NOM,f,p,59.38,,0,VCV,NOM
identités,id@tite,identité,NOM,f,p,1.96,,0,VCVCVCV,NOM
idiotes,idjOt,idiot,NOM,f,p,1.37,,0,VCYVC,"ADJ,NOM"
idioties,idjosi,idiotie,NOM,f,p,3.46,,0,VCYVCV,NOM
idiots,idjo,idiot,NOM,m,p,15.08,,0,VCYV,"ADJ,NOM"
ignorants,iNoR@,ignorant,NOM,m,p,1.36,,0,VCVCV,"ADJ,NOM"
iles,il,ile,NOM,m,p,1.25,,0,VC,NOM
îles,il,île,NOM,f,p,8.15,,0,VC,NOM
illusions,ilyzj§,illusion,NOM,f,p,7.95,,0,VCVCYV,NOM
ils,il,ils,PRO:per,m,p,3075.07,,1,VC,PRO:per
images,imaZ,image,NOM,f,p,30.79,,0,VCVC,NOM
imbéciles,5besil,imbécile,NOM,,p,8.42,,0,VCVCVC,"ADJ,NOM"
immeubles,im9bl,immeuble,NOM,m,p,5.49,,0,VCVCC,"ADJ,NOM"
immigrés,imigRe,immigré,NOM,m,p,1.02,,0,VCVCCV,"ADJ,NOM"
impacts,5pakt,impact,NOM,m,p,1.19,,0,VCVCC,NOM
implants,5pl@,implant,NOM,m,p,3.11,,0,VCCV,NOM
impôts,5po,impôt,NOM,m,p,12.47,,0,VCV,NOM
impressions,5pResj§,impression,NOM,f,p,1.89,,0,VCCVCYV,NOM
impulsions,5pylsj§,impulsion,NOM,f,p,1.58,,0,VCVCCYV,"VER,NOM"
incapables,5kapabl,incapable,NOM,,p,1.51,,0,VCVCVCC,"ADJ,NOM"
incendies,5s@di,incendie,NOM,m,p,2.09,,0,VCVCV,"NOM,VER"
incidents,5sid@,incident,NOM,m,p,2.62,,0,VCVCV,"ADJ,NOM"
inconnus,5kony,inconnu,NOM,m,p,5.5,,0,VCVCV,"ADJ,NOM"
inconvénients,5k§venj@,inconvénient,NOM,m,p,1.65,,0,VCVCVCYV,NOM
indemnités,5dEmnite,indemnité,NOM,f,p,1.33,,0,VCVCCVCV,NOM
index,5dEks,index,NOM,m,,2.18,,1,VCVCC,NOM
indications,5dikasj§,indication,NOM,f,p,2.18,,0,VCVCVCYV,NOM
indices,5dis,indice,NOM,m,p,8.85,,0,VCVC,NOM
indics,5dik,indic,NOM,m,p,1.03,,0,VCVC,NOM
indiens,5dj5,indien,NOM,m,p,5.92,,0,VCYV,"ADJ,NOM"
indigènes,5diZEn,indigène,NOM,,p,2.85,,0,VCVCVC,"ADJ,NOM"
individus,5dividy,individu,NOM,m,p,6.34,,0,VCVCVCV,NOM
industriels,5dystRijEl,industriel,NOM,m,p,1.22,,0,VCVCCCVYVC,"ADJ,NOM"
industries,5dystRi,industrie,NOM,f,p,2.85,,0,VCVCCCV,NOM
infarctus,5faRktys,infarctus,NOM,m,,4.87,,1,VCVCCCVC,NOM
infections,5fEksj§,infection,NOM,f,p,1.07,,0,VCVCCYV,NOM
infidèles,5fidEl,infidèle,NOM,,p,1.25,,0,VCVCVC,"ADJ,NOM"
infirmières,5fiRmjER,infirmier,NOM,f,p,7.25,,0,VCVCCYVC,NOM
infirmiers,5fiRmje,infirmier,NOM,m,p,2,,0,VCVCCYV,"ADJ,NOM"
informateurs,5fORmat9R,informateur,NOM,m,p,1.05,,0,VCVCCVCVC,NOM
informations,5fORmasj§,information,NOM,f,p,39.3,,0,VCVCCVCYV,NOM
infos,5fo,info,NOM,f,p,18.78,,0,VCV,NOM
infractions,5fRaksj§,infraction,NOM,f,p,1.04,,0,VCCVCCYV,NOM
ingénieurs,5Zenj9R,ingénieur,NOM,m,p,2.2,,0,VCVCYVC,NOM
ingrédients,5gRedj@,ingrédient,NOM,m,p,2.75,,0,VCCVCYV,NOM
initiales,inisjal,initiale,NOM,f,p,3.61,,0,VCVCYVC,"ADJ,NOM"
initiatives,inisjativ,initiative,NOM,f,p,1.67,,0,VCVCYVCVC,NOM
injections,5ZEksj§,injection,NOM,f,p,1.16,,0,VCVCCYV,NOM
injures,5ZyR,injure,NOM,f,p,2.35,,0,VCVC,NOM
injustices,5Zystis,injustice,NOM,f,p,1.98,,0,VCVCCVC,NOM
innocents,inos@,innocent,NOM,m,p,11.03,,0,VCVCV,"ADJ,NOM"
inondations,in§dasj§,inondation,NOM,f,p,1.06,,0,VCVCVCYV,NOM
inquiétudes,5kjetyd,inquiétude,NOM,f,p,1.84,,0,VCYVCVC,NOM
inscriptions,5skRipsj§,inscription,NOM,f,p,2.13,,0,VCCCVCCYV,NOM
insectes,5sEkt,insecte,NOM,m,p,8.32,,0,VCVCC,NOM
insignes,5siN,insigne,NOM,m,p,1.14,,0,VCVC,"ADJ,NOM"
insinuations,5sin8asj§,insinuation,NOM,f,p,1.12,,0,VCVCYVCYV,NOM
insomnies,5sOmni,insomnie,NOM,f,p,1.14,,0,VCVCCV,NOM
inspecteurs,5spEkt9R,inspecteur,NOM,m,p,4.99,,0,VCCVCCVC,NOM
installations,5stalasj§,installation,NOM,f,p,2.59,,0,VCCVCVCYV,NOM
instants,5st@,instant,NOM,m,p,7.27,,0,VCCV,"ADJ,NOM"
instincts,5st5,instinct,NOM,m,p,2.69,,0,VCCV,NOM
institutions,5stitysj§,institution,NOM,f,p,3.19,,0,VCCVCVCYV,NOM
instructions,5stRyksj§,instruction,NOM,f,p,15.46,,0,VCCCVCCYV,NOM
instruments,5stRym@,instrument,NOM,m,p,8.08,,0,VCCCVCV,NOM
insultes,5sylt,insulte,NOM,f,p,5.25,,0,VCVCC,"NOM,VER"
intellectuels,5telEkt8El,intellectuel,NOM,m,p,2.42,,0,VCVCVCCYVC,"ADJ,NOM"
intellos,5tElo,intello,NOM,,p,1.16,,0,VCVCV,NOM
intentions,5t@sj§,intention,NOM,f,p,11.12,,0,VCVCYV,"NOM,VER"
interdits,5tERdi,interdit,NOM,m,p,1.1,,0,VCVCCV,"VER,ADJ,NOM"
intérêts,5teRE,intérêt,NOM,m,p,17.46,,0,VCVCV,NOM
interférences,5tERfeR@s,interférence,NOM,f,p,1.68,,0,VCVCCVCVC,NOM
intermédiaires,5tERmedjER,intermédiaire,NOM,,p,1,,0,VCVCCVCYVC,"ADJ,NOM"
internes,5tERn,interne,NOM,,p,3.59,,0,VCVCC,"ADJ,NOM"
interrogatoires,5tERogatwaR,interrogatoire,NOM,m,p,2.1,,0,VCVCVCVCYVC,NOM
intestins,5tEst5,intestin,NOM,m,p,2.58,,0,VCVCCV,"ADJ,NOM"
intrigues,5tRig,intrigue,NOM,f,p,2.24,,0,VCCVC,"NOM,VER"
invalides,5valid,invalide,NOM,,p,1.41,,0,VCVCVC,"ADJ,NOM"
inventions,5v@sj§,invention,NOM,f,p,2.49,,0,VCVCYV,"NOM,VER"
investigations,5vEstigasj§,investigation,NOM,f,p,1.31,,0,VCVCCVCVCYV,NOM
investissements,5vEstis°m@,investissement,NOM,m,p,2.33,,0,VCVCCVCVCV,NOM
investisseurs,5vEstis9R,investisseur,NOM,m,p,1.98,,0,VCVCCVCVC,"ADJ,NOM"
invitations,5vitasj§,invitation,NOM,f,p,3.18,,0,VCVCVCYV,NOM
invités,5vite,invité,NOM,m,p,24.84,,0,VCVCV,"VER,ADJ,NOM"
iris,iRis,iris,NOM,m,,3.93,,1,VCVC,NOM
irlandais,iRl@dE,irlandais,NOM,m,,2.94,,1,VCCVCV,"ADJ,NOM"
israéliens,isRaelj5,israélien,NOM,m,p,4,,0,VCCVVCYV,"ADJ,NOM"
issues,isy,issue,NOM,f,p,2.82,,0,VCV,"ADJ,NOM"
italiens,italj5,italien,NOM,m,p,9.07,,0,VCVCYV,"ADJ,NOM"
ivrognes,ivRON,ivrogne,NOM,,p,2.79,,0,VCCVC,"ADJ,NOM"
jacques,Zak,jacques,NOM,m,,3.12,,1,CVC,NOM
jaloux,Zalu,jaloux,NOM,m,,4.99,,1,CVCV,"ADJ,NOM"
jambes,Z@b,jambe,NOM,f,,67.51,,0,CVC,NOM
japonais,ZaponE,japonais,NOM,m,,10.99,,1,CVCVCV,"ADJ,NOM"
japs,Zap,jap,NOM,,p,2.04,,0,CVC,NOM
jardins,ZaRd5,jardin,NOM,m,p,6.2,,0,CVCCV,NOM
jaunes,Zon,jaune,NOM,,p,1.44,,0,CVC,"ADJ,NOM"
jeans,dZins,jean,NOM,m,p,2.93,,0,CCVCC,NOM
jetons,Z°t§,jeton,NOM,m,p,7.39,,0,CVCV,"VER,NOM"
jets,dZEt,jet,NOM,m,p,2.53,,0,CCVC,NOM
jeudis,Z2di,jeudi,NOM,m,p,1.51,,0,CVCV,NOM
jeunes,Z9n,jeune,ADJ,,p,62.12,,0,CVC,"ADJ,NOM"
jeunes,Z9n,jeune,NOM,,p,36.52,,0,CVC,"ADJ,NOM"
jeunesses,Z9nEs,jeunesse,NOM,f,p,1.5,,0,CVCVC,NOM
jeux,Z2,jeu,NOM,m,p,33.65,,0,CV,NOM
jobs,dZOb,job,NOM,m,p,1.38,,0,CCVC,NOM
joies,Zwa,joie,NOM,f,p,4.03,,0,CYV,NOM
joints,Zw5,joint,NOM,m,p,2.61,,0,CYV,"VER,ADJ,NOM"
jolies,Zoli,joli,ADJ,f,p,20.99,,0,CVCV,ADJ
jolis,Zoli,joli,ADJ,m,p,9.37,,0,CVCV,"ADJ,NOM"
joues,Zu,joue,NOM,f,p,6.72,,0,CV,"NOM,VER"
jouets,ZwE,jouet,NOM,m,p,13.68,,0,CYV,NOM
joueurs,Zw9R,joueur,NOM,m,p,9.95,,0,CYVC,"ADJ,NOM"
journalistes,ZuRnalist,journaliste,NOM,,p,11.03,,0,CVCCVCVCC,NOM
journaux,ZuRno,journal,NOM,m,p,38.3,,0,CVCCV,NOM
journées,ZuRne,journée,NOM,f,p,9.54,,0,CVCCV,NOM
jours,ZuR,jour,NOM,m,p,426.7,,0,CVC,NOM
judas,Zyda,judas,NOM,m,,1.28,,1,CVCV,NOM
jugements,ZyZ°m@,jugement,NOM,m,p,1.51,,0,CVCVCV,NOM
juges,ZyZ,juge,NOM,m,p,10.06,,0,CVC,"NOM,VER"
juifs,Z8if,juif,NOM,m,p,29.03,,0,CYVC,"ADJ,NOM"
juke-box,dZukbOks,juke-box,NOM,m,,1.58,,1,CCVCCVCC,NOM
jules,Zyl,jules,NOM,m,,4.13,,1,CVC,NOM
jumeaux,Zymo,jumeau,NOM,m,p,12.47,,0,CVCV,NOM
jumelles,ZymEl,jumelle,NOM,f,p,4.89,,0,CVCVC,"ADJ,NOM"
junkies,Z9nki,junkie,NOM,m,p,1.93,,0,CVCCV,NOM
jupes,Zyp,jupe,NOM,f,p,2.64,,0,CVC,NOM
jupons,Zyp§,jupon,NOM,m,p,1.65,,0,CVCV,NOM
jurés,ZyRe,juré,NOM,m,p,5.59,,0,CVCV,"VER,ADJ,NOM"
jurons,ZyR§,juron,NOM,m,p,1.68,,0,CVCV,"VER,NOM"
jus,Zy,jus,NOM,m,,22.36,,1,CV,NOM
justes,Zyst,juste,NOM,,p,1.38,,0,CVCC,"ADJ,NOM"
keufs,k9f,keuf,NOM,f,p,1.83,,0,CVC,NOM
kidnappeurs,kidnap9R,kidnappeur,NOM,m,p,1.35,,0,CVCCVCVC,NOM
kilomètres,kilomEtR,kilomètre,NOM,m,p,21.07,,0,CVCVCVCC,NOM
kilos,kilo,kilo,NOM,m,p,17.35,,0,CVCV,NOM
kleenex,klinEks,kleenex,NOM,m,,1.35,,1,CCVCVCC,NOM
laboratoires,laboRatwaR,laboratoire,NOM,m,p,1.51,,0,CVCVCVCYVC,NOM
labos,labo,labo,NOM,m,p,1.6,,0,CVCV,NOM
lacets,lasE,lacet,NOM,m,p,3.57,,0,CVCV,NOM
lâches,laS,lâche,NOM,,p,7.65,,0,CVC,"ADJ,NOM,VER"
lacs,lak,lacs,NOM,m,,3.6,,1,CVC,NOM
laisses,lEs,laisse,NOM,f,p,2.65,,0,CVC,"NOM,VER"
laïus,lajys,laïus,NOM,m,,1.78,,1,CVYVC,NOM
lambeaux,l@bo,lambeau,NOM,m,p,1.8,,0,CVCV,NOM
lames,lam,lame,NOM,f,p,3.17,,0,CVC,NOM
lampes,l@p,lampe,NOM,f,p,3.63,,0,CVC,NOM
lance-flammes,l@sflam,lance-flammes,NOM,m,,1.06,,1,CVCCCVC,NOM
lances,l@s,lance,NOM,f,p,1.07,,0,CVC,"NOM,VER"
langues,l@g,langue,NOM,f,p,10.17,,0,CVC,NOM
lapins,lap5,lapin,NOM,m,p,12.32,,0,CVCV,NOM
laquais,lakE,laquais,NOM,m,,1.15,,1,CVCV,NOM
larmes,laRm,larme,NOM,f,p,40.56,,0,CVCC,NOM
larves,laRv,larve,NOM,f,p,1.61,,0,CVCC,NOM
lasagnes,lazaN,lasagne,NOM,f,p,1.79,,0,CVCVC,NOM
lasers,lazER,laser,NOM,m,p,2,,0,CVCVC,NOM
latex,latEks,latex,NOM,m,,1.65,,1,CVCVCC,NOM
latinos,latino,latino,NOM,m,p,1.27,,0,CVCVCV,NOM
lauriers,loRje,laurier,NOM,m,p,1.37,,0,CVCYV,NOM
leaders,lid9R,leader,NOM,m,p,2.44,,0,CVCVC,NOM
leçons,l°s§,leçon,NOM,f,p,12.23,,0,CVCV,NOM
lecteurs,lEkt9R,lecteur,NOM,m,p,2.92,,0,CVCCVC,NOM
lectures,lEktyR,lecture,NOM,f,p,1.83,,0,CVCCVC,NOM
légendes,leZ@d,légende,NOM,f,p,4.33,,0,CVCVC,NOM
légères,leZER,léger,ADJ,f,p,2.45,,0,CVCVC,ADJ
légers,leZe,léger,ADJ,m,p,2.57,,0,CVCV,ADJ
légions,leZj§,légion,NOM,f,p,2.5,,0,CVCYV,NOM
legs,lEg,legs,NOM,m,,1.34,,1,CVC,NOM
légumes,legym,légume,NOM,m,p,11.96,,0,CVCVC,NOM
lépreux,lepR2,lépreux,NOM,m,,2.54,,1,CVCCV,"ADJ,NOM"
les,le,les,ART:def,,p,8720.38,,1,CV,"ART:def,PRO:per"
lesbiennes,lEsbjEn,lesbien,NOM,f,p,2.56,,0,CVCCYVC,"ADJ,NOM"
lésions,lezj§,lésion,NOM,f,p,2.53,,0,CVCYV,"VER,NOM"
lettres,lEtR,lettre,NOM,f,p,47.98,,0,CVCC,NOM
leurs,l9R,leurs,ADJ:pos,,,243.56,,1,CVC,"ADJ:pos,PRO:pos"
lèvres,lEvR,lèvre,NOM,f,p,33.91,,0,CVCC,NOM
lézards,lezaR,lézard,NOM,m,p,1.22,,0,CVCVC,NOM
liaisons,ljEz§,liaison,NOM,f,p,1.94,,0,CYVCV,NOM
libérateurs,libeRat9R,libérateur,NOM,m,p,1.07,,0,CVCVCVCVC,"ADJ,NOM"
libertés,libERte,liberté,NOM,f,p,3.26,,0,CVCVCCV,NOM
licenciements,lis@sim@,licenciement,NOM,m,p,1.31,,0,CVCVCVCV,NOM
liens,lj5,lien,NOM,m,p,12.42,,0,CYV,NOM
lieues,lj2,lieue,NOM,f,p,1.74,,0,CYV,NOM
lieux,lj2,lieu,NOM,m,p,28.73,,0,CYV,NOM
lignes,liN,ligne,NOM,f,p,20.41,,0,CVC,NOM
lilas,lila,lilas,NOM,m,,2.28,,1,CVCV,"ADJ,NOM"
limaces,limas,limace,NOM,f,p,1.12,,0,CVCVC,NOM
limites,limit,limite,NOM,f,p,19.09,,0,CVCVC,"NOM,VER"
lingots,l5go,lingot,NOM,m,p,1.11,,0,CVCV,NOM
lions,lj§,lion,NOM,m,p,5.33,,0,CYV,"VER,NOM"
liqueurs,lik9R,liqueur,NOM,f,p,1.55,,0,CVCVC,NOM
lires,liR,lire,NOM,f,p,18.98,,0,CVC,NOM
lis,lis,lis,NOM,m,,9.11,,1,CVC,"VER,NOM"
listes,list,liste,NOM,f,p,2.49,,0,CVCC,NOM
litres,litR,litre,NOM,,p,7.44,,0,CVCC,NOM
lits,li,lit,NOM,m,p,8.17,,0,CV,NOM
livraisons,livREz§,livraison,NOM,f,p,2.98,,0,CVCCVCV,NOM
livres,livR,livre,NOM,,p,85.69,,0,CVCC,"NOM,VER"
locataires,lokatER,locataire,NOM,,p,3.94,,0,CVCVCVC,NOM
locaux,loko,local,NOM,m,p,2.23,,0,CVCV,"ADJ,NOM"
logements,lOZ°m@,logement,NOM,m,p,2.76,,0,CVCVCV,NOM
loges,lOZ,loge,NOM,f,p,1.54,,0,CVC,"NOM,VER"
logiciels,loZisjEl,logiciel,NOM,m,p,1.3,,0,CVCVCYVC,"ADJ,NOM"
logis,loZi,logis,NOM,m,,2.7,,1,CVCV,NOM
lois,lwa,loi,NOM,f,p,22.75,,0,CYV,NOM
loisirs,lwaziR,loisir,NOM,m,p,2.68,,0,CYVCVC,NOM
lolos,lolo,lolo,NOM,m,p,1.12,,0,CVCV,NOM
longs,l§,long,ADJ,m,p,17.65,,0,CV,"ADJ,NOM"
longues,l§g,long,ADJ,f,p,13.07,,0,CVC,"ADJ,NOM"
longueurs,l§g9R,longueur,NOM,f,p,1.06,,0,CVCVC,NOM
los,lo,los,NOM,m,,5.08,,1,CV,NOM
losers,lozER,loser,NOM,m,p,1.51,,0,CVCVC,NOM
lots,lo,lot,NOM,m,p,1.42,,0,CV,NOM
louanges,lw@Z,louange,NOM,f,p,2.09,,0,CYVC,NOM
loups,lu,loup,NOM,m,p,8.41,,0,CV,NOM
loutres,lutR,loutre,NOM,f,p,1.22,,0,CVCC,NOM
lubies,lybi,lubie,NOM,f,p,1.04,,0,CVCV,NOM
lueurs,l89R,lueur,NOM,f,p,1.28,,0,CYVC,NOM
lumières,lymjER,lumière,NOM,f,p,18.81,,0,CVCYVC,NOM
lunes,lyn,lune,NOM,f,p,2.74,,0,CVC,NOM
lunettes,lynEt,lunette,NOM,f,p,31.61,,0,CVCVC,NOM
lupus,lypys,lupus,NOM,m,,1.28,,1,CVCVC,NOM
lustres,lystR,lustre,NOM,m,p,2.99,,0,CVCCC,"NOM,VER"
luttes,lyt,lutte,NOM,f,p,1.19,,0,CVC,"NOM,VER"
lutz,lyts,lutz,NOM,m,,4.52,,1,CVCC,NOM
lycéens,lise5,lycéen,NOM,m,p,1.81,,0,CVCVV,NOM
lynx,l5ks,lynx,NOM,m,,1.73,,1,CVCC,NOM
lys,lis,lys,NOM,m,,2.41,,1,CVC,NOM
macaronis,makaRoni,macaroni,NOM,m,p,1.74,,0,CVCVCVCV,NOM
machines,maSin,machine,NOM,f,p,22.79,,0,CVCVC,NOM
machins,maS5,machin,NOM,m,p,2.26,,0,CVCV,NOM
mâchoires,maSwaR,mâchoire,NOM,f,p,1.09,,0,CVCYVC,NOM
magasins,magaz5,magasin,NOM,m,p,8.65,,0,CVCVCV,NOM
